COD_ACTE,DT_MODIF,NOM_LONG
NDPA014,2024-11-04,"Ost‚otomie d'un m‚tatarsien lat‚ral, avec lib‚ration de l'articulation m‚tatarsophalangienne"
NDQK001,2024-11-04,Radiographie unilat‚rale du pied selon 1 … 3 incidences
NDQK002,2024-11-04,Radiographie bilat‚rale du pied selon 1 … 3 incidences par c“t‚
NEHA001,2024-11-04,"Biopsie d'une articulation de la ceinture pelvienne [du bassin], par abord direct"
NEHA002,2024-11-04,"Biopsie de l'articulation coxof‚morale, par abord direct"
NEJA001,2024-11-04,"Nettoyage de l'articulation coxof‚morale, par arthrotomie"
NEJA002,2024-11-04,"vacuation de collection de l'articulation coxof‚morale, par arthrotomie"
NEJA003,2024-11-04,"vacuation de collection ou synovectomie de l'articulation sacro-iliaque, par arthrotomie"
NEJA004,2024-11-04,"vacuation de collection p‚riproth‚tique de l'articulation coxof‚morale, par arthrotomie"
NEJB001,2024-11-04,"vacuation de collection de l'articulation coxof‚morale, par voie transcutan‚e"
NEJC001,2024-11-04,"Nettoyage de l'articulation coxof‚morale, par arthroscopie"
NEKA001,2024-11-04,"Changement des piŠces ac‚tabulaire et f‚morale d'une prothŠse totale de hanche, avec reconstruction par greffes compact‚es sans ost‚osynthŠse"
MJMA013,2024-11-04,"Reconstruction d'un tendon de la main par transplant libre, en un temps"
MJMA014,2024-11-04,"Reconstruction d'un tendon de la main par transplant p‚dicul‚, en deux temps"
YYYY398,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par acc‚l‚rateur  par fraction de 14 Grays pour les faisceaux de 8 … 16,9 MeV, incluant 4 volumes"
YYYY400,2024-11-04,Suppl‚ment pour injection perop‚ratoire de produit de contraste radiologique dans les voies excr‚trices bilio pancr‚atiques pour prises de clich‚s radiologiques
YYYY405,2024-11-04,Suppl‚ment pour injection perop‚ratoire de produit de contraste radiologique dans les voies excr‚trices urinaires pour prises de clich‚s radiologiques
YYYY410,2024-11-04,Suppl‚ment pour injection de produit de contraste radiologique pour ur‚trocystographie r‚trograde
YYYY415,2024-11-04,Suppl‚ment pour injection intra ut‚rine de produit de contraste radiologique ou de substance m‚dicamenteuse
YYYY420,2024-11-04,Suppl‚ment pour injection  de produit de contraste radiologique pour arthrographie
YYYY425,2024-11-04,Suppl‚ment pour injection de produit de contraste radiologique pour sialographie
NAQK071,2024-11-04,Radiographie de la ceinture pelvienne [du bassin] selon 1 incidence et radiographie unilat‚rale de l'articulation coxof‚morale selon 1 ou 2 incidence
NBAA001,2024-11-04,"Allongement osseux progressif du f‚mur ou du tibia par systŠme interne, avec allongement tendineux"
NBAA003,2024-11-04,"Allongement osseux progressif du f‚mur ou du tibia par systŠme interne, sans allongement tendineux"
QZQA001,2024-11-04,"Exploration de la peau et des tissus mous sans dissection d'un gros tronc vasculaire ou nerveux, par abord direct"
QZQM001,2024-11-04,"chographie de la peau, des ongles et/ou des tissus mous"
QZQP001,2024-11-04,Dermatoscopie [dermoscopie] pour surveillance de l‚sion … haut risque
QZQP002,2024-11-04,Exploration photobiologique de base par recherche de la dose ‚ryth‚male minimum [DEM] et phototest it‚ratif
QZQX004,2024-11-04,Examen anatomopathologique … vis‚e carcinologique d'une piŠce d'ex‚rŠse de peau et/ou de tissu mou susfascial [susapon‚vrotique] de moins de 5 cmı
QZQX005,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce d'ex‚rŠse de peau et/ou de tissu mou susfascial [susapon‚vrotique] de 5 cmı ou plus
QZQX014,2024-11-04,Examen histopathologique de biopsie d'ongle avec coloration sp‚ciale
YYYY023,2024-11-04,Irradiation de contact pour affection maligne
YYYY024,2024-11-04,"Bilan radiologique veineux complet  des membres inf‚rieurs pour pathologie veineuse complexe n‚cessitant plusieurs voies d'abord, des poses de garrots ‚ventuelles et des clich‚s dans diff‚rentes positions"
YYYY025,2024-11-04,Suppl‚ment pour mesure du volume r‚siduel de la ventilation maximale au cours d'une spirom‚trie standard
YYYY026,2024-11-04,Suppl‚ment pour curage ganglionnaire m‚diastinal au cours d'une pneumonectomie ou d'une lobectomie
YYYY027,2024-11-04,"Pr‚lŠvement de spermatozo‹des au niveau du testicule, de l'‚pididyme ou du conduit d‚f‚rent, par abord direct"
YYYY028,2024-11-04,Guidage ‚chographique
YYYY029,2024-11-04,Manoeuvres intratubaires uni ou bilat‚rales aprŠs cath‚t‚risme de trompe ut‚rine avec guidage radiologique
YYYY031,2024-11-04,Suppl‚ment pour curage ganglionnaire m‚diastinal au cours d'un acte de chirurgie m‚diastinale
YYYY032,2024-11-04,Induction de l'ovulation par gonadotrophines suivie d'une ins‚mination artificielle ou d'une f‚condation in vitro
YYYY033,2024-11-04,Guidage radiologique
YYYY037,2024-11-04,Suppl‚ment pour injection sus pubienne de produit de contraste radiologique pour cystographie
JAGF002,2024-11-04,"Ablation d'un calcul simple du rein, par voie transcutan‚e"
YYYY469,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par acc‚l‚rateur  par fraction de 20 Grays pour les faisceaux de 5 … 7,9 MeV, incluant 2 volumes"
YYYY470,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par acc‚l‚rateur  par fraction de 12 centiGrays pour les faisceaux de 17 … 24,9 MeV, incluant 3 volumes"
YYYY471,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par acc‚l‚rateur  par fraction de 2,5 Grays pour les faisceaux de 0,5 … 4,9 MeV"
YYYY476,2024-11-04,Suppl‚ment pour pose de 9 dents contreplaqu‚es ou massives … une prothŠse amovible sur chƒssis m‚tallique
YYYY478,2024-11-04,Suppl‚ment pour pose de 4 dents contreplaqu‚es sur une prothŠse amovible … plaque base r‚sine
YYYY479,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par acc‚l‚rateur  par fraction de 2,5 Grays pour les faisceaux de 0,5 … 4,9 MeV, incluant 2 volumes"
YYYY480,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par acc‚l‚rateur  par fraction de 20 Grays pour les faisceaux de 5 … 7,9 MeV, incluant 3 volumes"
YYYY039,2024-11-04,"Suppl‚ment pour utilisation de radiocin‚ma, en 35 mm au cours d'un examen de radiologie conventionnelle"
YYYY044,2024-11-04,"Assistance anesth‚sique au cours du travail, sur appel de l'obst‚tricien"
YYYY045,2024-11-04,"Irradiation de moins de 300 cmı en champs fixes par t‚l‚cobalt  par fraction de 28 centiGrays pour les faisceaux de 0,5 … 4,9 MeV"
MEKA010,2024-11-04,Remplacement de l'articulation scapulohum‚rale par prothŠse hum‚rale unipolaire ou par cupule mobile
MELA001,2024-11-04,Repose d'une prothŠse de l'articulation scapulohum‚rale
MELH001,2024-11-04,"Injection sous pression d'un agent pharmacologique dans l'articulation scapulohum‚rale pour lib‚ration capsulaire, par voie transcutan‚e avec guidage radiologique, avec mobilisation articulaire sous anesth‚sie locale"
MEMA001,2024-11-04,"Arthroplastie sternoclaviculaire par r‚section de l'extr‚mit‚ m‚diale de la clavicule, par arthrotomie"
MEMA003,2024-11-04,"Reconstruction osseuse de l'‚paule avec arthrodŠse, aprŠs r‚section segmentaire"
MEMA005,2024-11-04,"Confection d'une but‚e gl‚no‹dale par pr‚lŠvement coraco‹dien, par abord direct"
MEMA006,2024-11-04,"Acromioplastie sans prothŠse, par abord direct"
ZZQL002,2024-11-04,"Recherche scintigraphique de tumeur par ‚metteur monophotonique sp‚cifique des tumeurs, avec tomoscintigraphie compl‚mentaire, scintigraphie du corps entier compl‚mentaire d'une image segmentaire et scintigraphie du corps entier … 72 heures"
ZZQL003,2024-11-04,Scintigraphie du corps entier … l'iode 131
ZZQL004,2024-11-04,"Scintigraphie du corps entier aprŠs une scintigraphie segmentaire, sans r‚injection de produit radio-isotopique"
ZZQL005,2024-11-04,Recherche scintigraphique de tumeur par ‚metteur monophotonique non sp‚cifique des tumeurs
ZZQL006,2024-11-04,"Recherche d'un foyer infectieux ou inflammatoire par injection de polynucl‚aires marqu‚s, sans s‚paration des lymphocytes"
ZZQL007,2024-11-04,Tomoscintigraphie compl‚mentaire d'une image planaire
ZZQL008,2024-11-04,Mesure de la production respiratoire d'isotope stable
ZZQL010,2024-11-04,D‚tection perop‚ratoire de l‚sion aprŠs injection de produit radio-isotopique
ZZQL011,2024-11-04,"Recherche d'un foyer infectieux ou inflammatoire par injection de polynucl‚aires marqu‚s, avec s‚paration des lymphocytes"
ZZQL012,2024-11-04,Recherche scintigraphique de tumeur par ‚metteur monophotonique sp‚cifique des tumeurs
ZZQL013,2024-11-04,"D‚tection radio-isotopique pr‚op‚ratoire de l‚sion par injection transcutan‚e intratumorale ou p‚ritumorale, avec d‚tection radio-isotopique perop‚ratoire"
ZZQL014,2024-11-04,"Recherche scintigraphique de tumeur par ‚metteur monophotonique sp‚cifique des tumeurs, avec scintigraphie du corps entier"
ZZQL015,2024-11-04,"Recherche d'un foyer infectieux ou inflammatoire par injection d'anticorps ou de peptide marqu‚, ou de traceur radio-isotopique non sp‚cifique"
ZZQL016,2024-11-04,Tomoscintigraphie du corps entier par ‚mission de positons
ZZQL017,2024-11-04,Quantification complexe d'une ‚tude scintigraphique en dehors de l'examen de la glande thyro‹de ou de la scintigraphie r‚nale corticale
ZZQL018,2024-11-04,"Images tomoscintigraphiques tardives sans r‚injection, compl‚mentaires d'un examen standard"
YYYY310,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par acc‚l‚rateur  par fraction de 25 Grays pour les faisceaux de 0,5 … 4,9 MeV"
YYYY312,2024-11-04,"Irradiation de moins de 300 cmı en champs fixes par acc‚l‚rateur  par fraction de 25 Grays pour les faisceaux de 0,5 … 4,9 MeV"
YYYY481,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par acc‚l‚rateur  par fraction de 12 centiGrays pour les faisceaux de 17 … 24,9 MeV, incluant  4 volumes"
YYYY490,2024-11-04,Suppl‚ment pour ‚lectrocardiographie r‚alis‚e au domicile du patient
QZFA039,2024-11-04,Ex‚rŠse partielle de l'appareil ungu‚al
QZGA001,2024-11-04,Ablation de plusieurs dispositifs d'expansion de la peau ou de plusieurs implants souscutan‚s d‚finitifs
QZGA002,2024-11-04,Ablation ou changement d'implant pharmacologique souscutan‚
QZGA003,2024-11-04,"Ablation d'un corps ‚tranger profond des tissus mous, en dehors du visage et des mains"
QZGA004,2024-11-04,"Ablation d'un corps ‚tranger superficiel de la peau, en dehors du visage et des mains"
QZGA006,2024-11-04,"Ablation de plusieurs corps ‚trangers profonds de la peau et des tissus mous, en dehors du visage et des mains"
QZGA007,2024-11-04,"Ablation de plusieurs corps ‚trangers superficiels de la peau, en dehors du visage et des mains"
ZEMP001,2024-11-04,Confection d'une orthŠse articul‚e f‚morocrurale [f‚morojambiŠre]
ZEMP002,2024-11-04,"Confection d'un appareil rigide d'immobilisation pelvibif‚moral, pelvibicrural [pelvibijambier] ou pelvibip‚dieux"
ZEMP003,2024-11-04,Confection d'une orthŠse non articul‚e crurop‚dieuse [jambop‚dieuse]
ZEMP004,2024-11-04,Confection d'une orthŠse plantaire
ZEMP006,2024-11-04,Confection d'une orthŠse articul‚e crurop‚dieuse [jambop‚dieuse]
ZEMP007,2024-11-04,Confection d'une orthŠse non articul‚e f‚morocrurale [f‚morojambiŠre]
ZEMP008,2024-11-04,Confection d'une orthŠse pour correction d'une d‚formation et/ou protection des orteils
ZEMP009,2024-11-04,Confection d'un appareil rigide d'immobilisation solidaire bif‚morocrural [bif‚morojambier] ou bif‚morop‚dieux
ZFQP002,2024-11-04,"Test d'‚valuation et de cat‚gorisation des d‚ficiences, incapacit‚s et d‚savantages sociaux"
ZFQP003,2024-11-04,Test d'‚valuation de la qualit‚ de vie
ZZEP002,2024-11-04,"Installation d'un nouveau-n‚ en incubateur … la naissance, avec ventilation spontan‚e avec oxyg‚noth‚rapie"
ZZEP003,2024-11-04,"Installation d'un nouveau-n‚ en incubateur … la naissance, avec ventilation spontan‚e au masque facial avec pression expiratoire positive [VS-PEP] ou ventilation m‚canique"
ZZEP004,2024-11-04,"Installation d'un nouveau-n‚ en incubateur … la naissance, avec ventilation spontan‚e sans oxyg‚noth‚rapie"
ZZGP001,2024-11-04,"Mobilisation ou ablation de dispositif de drainage, sous anesth‚sie g‚n‚rale ou locor‚gionale"
ZZHA001,2024-11-04,Pr‚lŠvement perop‚ratoire pour examen cytologique et/ou anatomopathologique extemporan‚
NEKA002,2024-11-04,"Changement de la piŠce ac‚tabulaire ou f‚morale d'une prothŠse totale de hanche, avec reconstruction osseuse de l'ac‚tabulum ou du f‚mur"
NEKA003,2024-11-04,"Changement des piŠces ac‚tabulaire et f‚morale d'une prothŠse totale de hanche, sans reconstruction osseuse"
NEKA004,2024-11-04,Changement de l'insert ac‚tabulaire d'une prothŠse totale de hanche
NEKA005,2024-11-04,"Changement de la piŠce ac‚tabulaire ou f‚morale d'une prothŠse totale de hanche, avec ost‚osynthŠse de l'ac‚tabulum ou du f‚mur"
NEKA006,2024-11-04,"Changement des piŠces ac‚tabulaire et f‚morale d'une prothŠse totale de hanche, avec reconstruction et ost‚osynthŠse de l'ac‚tabulum et/ou du f‚mur"
NEKA007,2024-11-04,"Changement de la piŠce ac‚tabulaire ou f‚morale d'une prothŠse totale de hanche, avec reconstruction osseuse par greffes compact‚es sans ost‚osynthŠse"
NEKA008,2024-11-04,"Changement des piŠces ac‚tabulaire et f‚morale d'une prothŠse totale de hanche, avec reconstruction ou ost‚osynthŠse de l'ac‚tabulum ou du f‚mur"
NEKA009,2024-11-04,"Changement de la piŠce ac‚tabulaire ou f‚morale d'une prothŠse totale de hanche, sans reconstruction osseuse"
YYYY313,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par t‚l‚cobalt par fraction de 28 centiGrays pour les faisceaux de 0,5 … 4,9 MeV, incluant 3 volumes"
YYYY314,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par acc‚l‚rateur  par fraction de 25 Grays pour les faisceaux de 0,5 … 4,9 MeV, incluant 2 volumes"
YYYY315,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes  par acc‚l‚rateur  par fraction de 14 centiGrays pour les faisceaux de 8 … 16,9 MeV, incluant 3 volumes"
YYYY316,2024-11-04,"Irradiation de 300 cmı et plus en champs fixes par acc‚l‚rateur  par fraction de 1,2 Grays pour les faisceaux de 17 … 24,9 MeV, incluant  4 volumes"
MZHB002,2024-11-04,"Ponction ou cytoponction d'une articulation du membre sup‚rieur, par voie transcutan‚e sans guidage"
MZHH001,2024-11-04,"Ponction ou cytoponction d'une articulation du membre sup‚rieur, par voie transcutan‚e avec guidage radiologique"
MZHH002,2024-11-04,"Ponction ou cytoponction d'une articulation du membre sup‚rieur, par voie transcutan‚e avec guidage scanographique"
MZHH003,2024-11-04,"Biopsie d'un os et/ou d'une articulation du membre sup‚rieur, par voie transcutan‚e avec guidage radiologique"
MZHH004,2024-11-04,"Biopsie d'un os et/ou d'une articulation du membre sup‚rieur, par voie transcutan‚e avec guidage scanographique"
ZZLF900,2024-11-04,"S‚ance d'administration locor‚gionale intrart‚rielle d'agent pharmacologique anticanc‚reux par un dispositif implant‚, sans CEC, sans hyperthermie"
ZZLJ001,2024-11-04,"Injection d'agent pharmacologique dans un organe profond, par voie transcutan‚e avec guidage ‚chographique"
NBAA004,2024-11-04,"Allongement osseux progressif du f‚mur ou du tibia par systŠme externe, avec allongement tendineux"
NBAA005,2024-11-04,"Allongement osseux progressif du f‚mur ou du tibia par systŠme externe, sans allongement tendineux"
NBAA006,2024-11-04,"Allongement osseux extemporan‚ du f‚mur, avec autogreffe osseuse"
NBCA001,2024-11-04,"Ost‚osynthŠse de fracture complexe de la patelle, … foyer ouvert"
NBCA002,2024-11-04,"Ost‚osynthŠse de fracture simple de la patelle, … foyer ouvert"
NBCA003,2024-11-04,"Ost‚osynthŠse de fracture complexe supracondylaire et intercondylaire du f‚mur, … foyer ouvert"
NBCA004,2024-11-04,Ost‚osynthŠse du grand trochanter pour pseudarthrose
NBCA005,2024-11-04,"Ost‚osynthŠse de fracture intracapsulaire du col [transcervicale] du f‚mur, de d‚collement ‚piphysaire ou d'‚piphysiolyse de l'extr‚mit‚ proximale du f‚mur"
NBCA006,2024-11-04,Ost‚osynthŠse de fracture infratrochant‚rienne ou trochant‚rodiaphysaire du f‚mur
NBCA007,2024-11-04,"Ost‚osynthŠse de fracture de la diaphyse du f‚mur, … foyer ouvert"
NBCA008,2024-11-04,Ost‚osynthŠse de fracture du grand trochanter
